t_acc,t_ang,t_ori,acc.x,acc.y,acc.z,ang.x,ang.y,ang.z,yaw,pitch,roll,avg_acc.x,avg_acc.y,avg_acc.z,avg_ang.x,avg_ang.y,avg_ang.z,prev,class
8.77606E+11,8.77606E+11,8.77606E+11,0.348393,-1.12047,-0.577856,-87.6875,144.562,2.3125,-0.0856917,-1.01543,-2.67304,-0.188831,-0.763641,-0.617411,-0.69945,0.495921,0.514619,3,3
8.77607E+11,8.77607E+11,8.77607E+11,0.294094,-1.56351,-0.0326043,-122.562,163.688,13.75,-0.0519113,-1.0638,-2.62518,-0.99857,0.0371454,0.0384472,0.935076,0.217665,-0.279741,3,3
8.77698E+11,8.77698E+11,8.77698E+11,2.07605,-0.00272634,0.782199,11.5,145.938,31.5625,0.398464,-0.761314,3.02842,0.207031,0.102107,-0.972991,0.775556,-0.620467,-0.116334,2,2
8.77699E+11,8.77699E+11,8.77699E+11,1.19982,0.381994,0.367809,68.25,150.562,10.375,0.355515,-0.789936,3.00623,-0.352796,0.527243,-0.773013,-0.903014,0.0183958,0.429216,2,2
8.777E+11,8.777E+11,8.777E+11,1.93155,-0.0518638,0.584097,63.4375,93.9375,52.125,0.275194,-0.737947,3.03163,0.151014,-0.18828,0.970436,-0.496114,-0.443761,0.746289,2,2
8.77701E+11,8.77701E+11,8.77701E+11,0.832003,-0.0169471,0.308884,-7.5625,186.688,33.25,0.254916,-0.699754,2.99428,-0.972022,0.0460716,0.230326,-0.510732,-0.849509,0.132241,2,2
8.77702E+11,8.77702E+11,8.77702E+11,0.177898,-0.512591,-1.05923,-10.25,187.812,39.3125,0.273213,-0.660432,2.9845,0.554502,-0.612606,-0.563242,-0.0125095,-0.998652,-0.0503753,2,2
8.77703E+11,8.77703E+11,8.77703E+11,0.689038,-0.309666,-1.03511,8.5625,169.5,23.8125,0.281843,-0.559791,2.98102,-0.235825,-0.376367,-0.895955,-0.356763,-0.897011,-0.260944,2,2
8.77703E+11,8.77703E+11,8.77703E+11,0.781226,-0.400278,-0.661302,-24,179.062,35.3125,0.248246,-0.571973,2.96122,0.32292,-0.126194,0.937976,-0.479011,0.685118,0.548782,2,2
8.77704E+11,8.77704E+11,8.77704E+11,0.652491,-0.309391,-1.48026,-28.0625,210.812,54.375,0.254132,-0.550036,2.89017,-0.596969,0.0449416,-0.801004,-0.356697,-0.906115,0.227425,2,2
8.77705E+11,8.77705E+11,8.77705E+11,0.0483167,-0.753657,-1.16104,-31.75,166.188,25.8125,0.320655,-0.592712,2.99636,-0.718619,-0.691463,-0.0739344,0.849451,0.437395,-0.295159,2,2
8.77706E+11,8.77706E+11,8.77706E+11,0.602451,-0.300499,-0.34322,10.625,186.875,55.25,0.31088,-0.606322,3.02298,0.850856,-0.367908,0.375083,0.640557,0.767531,0.0241611,2,2
8.77707E+11,8.77707E+11,8.77707E+11,1.02453,-0.175752,0.0114651,21.5,164.812,19.625,0.280361,-0.559122,3.00731,-0.840557,-0.295606,0.453961,-0.87842,-0.21804,0.42525,2,2
8.77707E+11,8.77707E+11,8.77707E+11,0.692464,0.147705,0.0206925,-46.5,-142,-23.6875,0.301685,-0.818814,-3.12649,0.673119,-0.0447226,0.738181,0.7877,0.611461,0.0751332,2,2
8.77708E+11,8.77708E+11,8.77708E+11,0.503803,-0.0515379,-0.519784,-20.375,173.625,12.5,0.354095,-0.447041,2.97311,-0.773197,0.0939878,-0.627162,-0.610807,-0.770883,-0.180704,2,2
8.7778E+11,8.7778E+11,8.7778E+11,0.55825,-0.343675,0.618622,34.1875,65.5,40.375,1.00996,-1.06936,2.55732,0.759396,0.212814,-0.61484,0.931011,-0.192116,-0.310338,4,4
8.77781E+11,8.77781E+11,8.77781E+11,1.13978,0.338351,0.107394,16.375,111.938,21.9375,0.970782,-1.06686,2.6076,0.857909,0.366629,-0.359966,-0.542534,0.782947,-0.304385,4,4
8.77782E+11,8.77782E+11,8.77782E+11,1.37775,0.709665,-0.191928,58.625,140.75,18.6875,0.879086,-0.994011,2.69031,0.0142834,0.386201,-0.922304,-0.383765,-0.897814,0.215996,4,4
8.77783E+11,8.77783E+11,8.77783E+11,2.55358,0.352517,1.16625,52.6875,94.8125,28.5625,0.85653,-1.01641,2.71224,0.681323,-0.106992,0.724122,0.938737,0.285009,0.19376,4,4
8.77784E+11,8.77784E+11,8.77784E+11,1.38347,0.38388,0.16349,60,126.312,6.375,0.825123,-1.03694,2.71343,-0.585384,-0.313919,-0.747516,-0.892001,0.164122,0.421186,4,4
8.77785E+11,8.77785E+11,8.77785E+11,0.319656,-0.0415939,-0.700182,6.5,126.938,38.3125,0.772388,-0.972477,2.70405,-0.868567,-0.264999,-0.418768,-0.631364,-0.77117,0.0817146,4,4
8.77786E+11,8.77786E+11,8.77786E+11,0.40219,-0.494181,-0.442633,19.875,152.062,31.3125,0.807884,-0.966566,2.75087,-0.765058,-0.639189,0.0782542,0.981805,-0.187278,-0.0314086,4,4
8.77786E+11,8.77786E+11,8.77786E+11,0.646664,-0.205311,-0.537037,64.625,152.125,10.625,0.763264,-0.978847,2.75476,0.893253,-0.239115,0.380688,-0.663207,0.53553,0.522843,4,4
8.77787E+11,8.77787E+11,8.77787E+11,0.81546,0.014581,0.0282513,92.9375,114.25,4.9375,0.718853,-0.945528,2.8304,0.706351,0.544483,0.452334,0.861563,-0.487157,0.142781,4,4
8.77788E+11,8.77788E+11,8.77788E+11,0.742232,-0.00459498,-0.0792925,56.9375,135.25,-4.75,0.739076,-0.954562,2.83105,-0.863896,-0.354948,-0.357345,0.530214,0.239276,0.813401,4,4
8.77789E+11,8.77789E+11,8.77789E+11,0.72342,-0.0141011,-0.835655,60.625,160.812,11.9375,0.782059,-0.893422,2.80644,-0.874702,-0.209546,-0.437021,0.18396,-0.941612,-0.282002,4,4
8.7779E+11,8.7779E+11,8.7779E+11,0.274343,-0.831733,-0.267172,-28.3125,137.875,-9.4375,0.61534,-1.01815,2.69954,-0.0351709,-0.158885,0.986671,-0.772811,0.131997,0.620757,4,4
