t_acc,t_ang,t_ori,acc.x,acc.y,acc.z,ang.x,ang.y,ang.z,yaw,pitch,roll,avg_acc.x,avg_acc.y,avg_acc.z,avg_ang.x,avg_ang.y,avg_ang.z,prev,class
8.77108E+11,8.77108E+11,8.77108E+11,0.654124,0.17185,0.420026,133.875,31.1875,-81.3125,2.25442,-1.28504,2.20657,0.0842529,0.47372,0.876636,0.229731,0.488926,-0.841531,1,4
8.77109E+11,8.77109E+11,8.77109E+11,0.817797,-0.278077,0.457071,32.6875,48.625,1.125,1.42264,-0.999812,2.74897,0.803658,0.543798,0.241695,-0.356129,-0.934406,0.00760308,4,2
8.7711E+11,8.7711E+11,8.7711E+11,1.32071,0.165877,0.513684,18.8125,129.312,44.125,0.519938,-0.853763,3.12501,-0.0999443,-0.207662,-0.973082,-0.608206,-0.492722,0.622343,2,0
8.77111E+11,8.77111E+11,8.77111E+11,1.23027,-0.275523,1.03059,41.9375,58.6875,0.125,1.03046,-1.29211,-3.12229,-0.435187,-0.59278,0.677661,0.577851,0.603925,-0.548965,0,2
8.77112E+11,8.77112E+11,8.77112E+11,1.13539,0.314506,0.226195,49.0625,138.312,9.8125,0.544933,-0.87838,3.09469,-0.209221,-0.0477804,-0.9767,-0.656621,-0.611718,0.441192,2,4
8.77112E+11,8.77112E+11,8.77112E+11,1.22859,0.037092,0.670972,49.8125,82.9375,-16.25,1.12738,-1.23631,2.48709,-0.867914,0.102373,-0.48605,-0.228152,0.946482,-0.228293,4,1
8.77113E+11,8.77113E+11,8.77113E+11,0.682549,0.000611246,0.561921,93.75,77.9375,-1.5625,-2.55277,-1.43086,0.543562,0.318561,0.300326,0.899068,0.798558,0.59473,-0.092738,1,3
8.77114E+11,8.77114E+11,8.77114E+11,0.582173,-0.46104,0.378777,-84.5625,-10.375,28.0625,0.218596,-1.01296,-2.63935,-0.830628,-0.376372,-0.410368,-0.430516,-0.699386,0.570539,3,0
8.77115E+11,8.77115E+11,8.77115E+11,1.66039,-0.131481,0.65132,-41.375,86.375,67.625,1.08453,-0.930257,2.99922,0.824048,-0.0196858,-0.566177,0.256315,-0.325479,-0.910146,0,4
8.77116E+11,8.77116E+11,8.77116E+11,0.761492,-0.266887,0.305474,29.125,109.625,-72.9375,1.60143,-0.898409,2.41819,-0.830289,0.0429457,0.555677,-0.738228,0.232537,-0.633203,4,3
8.77117E+11,8.77117E+11,8.77117E+11,0.53316,-0.685763,0.219293,-117.625,-18.3125,103.062,-0.281314,-1.18347,-1.84973,-0.683367,-0.267174,0.679432,0.329368,0.692202,0.642163,3,2
8.77118E+11,8.77118E+11,8.77118E+11,0.792066,-0.0891697,0.389246,-166.438,103,95.4375,0.637617,-0.847651,2.9259,0.30858,-0.581915,-0.752431,-0.478036,-0.856651,0.193986,2,1
8.77119E+11,8.77119E+11,8.77119E+11,0.537456,-0.0484815,0.574505,12,0.875,11,-2.3442,-1.33969,0.194321,0.119133,0.43593,0.892061,0.411364,0.898687,-0.152121,1,0
8.7712E+11,8.77119E+11,8.7712E+11,0.646666,-0.566269,0.542998,-11.25,76.0625,42.75,0.938492,-1.22953,3.1186,0.857642,-0.0646235,-0.510171,-0.0307194,-0.991239,0.128461,0,1
8.77126E+11,8.77126E+11,8.77126E+11,0.37236,-0.0362194,0.711248,103.75,12.5,-28.4375,-2.79754,-1.29897,0.801547,-0.877802,0.271133,0.394906,0.336474,0.916263,-0.217366,1,2
8.77127E+11,8.77127E+11,8.77127E+11,1.38364,0.0439481,0.78765,18.125,165.25,34.3125,0.682036,-0.870462,3.08192,0.552269,-0.148587,-0.820317,-0.39858,-0.891031,0.217252,2,3
8.77128E+11,8.77128E+11,8.77128E+11,0.627706,-0.616476,0.278997,-178.25,-12.5,149.875,0.103812,-1.14071,-2.28243,-0.881973,-0.458552,0.108876,0.367914,0.910392,-0.189276,3,4
8.77129E+11,8.77129E+11,8.77129E+11,0.91668,0.181601,0.0484235,-13.8125,134.562,17.5625,1.56813,-0.844727,2.61353,0.307339,0.710705,-0.632804,-0.308245,-0.610966,-0.729182,4,0
8.77129E+11,8.77129E+11,8.77129E+11,0.678129,-0.036507,0.228936,-5.3125,37.8125,68.625,1.0911,-1.02905,2.97861,-0.0192915,0.430619,0.902327,0.079382,0.32201,0.943402,0,3
8.77139E+11,8.77139E+11,8.77139E+11,0.587897,-0.317792,0.279843,-163.688,0.125,172.062,0.165011,-1.26472,-2.17555,-0.825002,-0.461563,0.326084,0.551882,0.814307,0.179805,3,1
8.77139E+11,8.77139E+11,8.77139E+11,0.759943,-0.38545,0.779358,67.125,-41.9375,-18.8125,3.12549,-1.36569,1.16906,0.57124,-0.485424,0.661852,-0.270145,0.820038,-0.504539,1,4
8.7714E+11,8.7714E+11,8.7714E+11,0.508384,0.58733,0.14326,32.5,42.4375,12.5,1.49937,-0.993455,2.58279,-0.297943,0.649764,-0.699312,-0.260382,-0.955387,-0.139413,4,2
8.77141E+11,8.77141E+11,8.77141E+11,1.15121,-0.0742797,0.52432,-37.3125,124.438,70,0.445271,-0.970312,3.1042,-0.0760992,-0.643672,-0.761509,-0.505881,-0.363756,0.782155,2,0
8.77142E+11,8.77142E+11,8.77142E+11,0.814315,0.123861,0.522263,67.9375,98.5,6.875,1.10353,-1.32478,3.02821,-0.820468,-0.566793,-0.0746913,0.613871,0.582224,-0.533083,0,2
8.77143E+11,8.77143E+11,8.77143E+11,0.718356,-0.461105,0.424259,-89,103.812,14.9375,0.545904,-0.821968,2.99407,-0.285777,-0.665256,-0.689758,-0.629379,-0.675532,0.384107,2,4
8.77144E+11,8.77144E+11,8.77144E+11,0.65859,0.277869,0.381551,139.625,102.062,-27.4375,1.37672,-1.27662,2.27024,0.0264374,0.601712,0.798276,-0.0607206,0.992983,-0.101483,4,1
8.77144E+11,8.77144E+11,8.77144E+11,1.18184,-0.0126969,0.697205,-86.3125,-60.6875,34.125,-2.36921,-1.34756,0.150409,0.367885,0.154752,0.916904,0.715884,0.697985,-0.0180831,1,3
8.77145E+11,8.77145E+11,8.77145E+11,0.764501,-0.44818,0.916345,56.25,66,-29.5,-0.00534979,-1.12801,-2.32668,0.0448408,-0.629149,-0.77599,-0.262746,-0.790529,0.553199,3,0
8.77146E+11,8.77146E+11,8.77146E+11,2.11216,0.033397,0.0130792,31,82.25,61.1875,1.13818,-0.918105,3.05583,-0.570007,0.12359,-0.812291,0.3528,-0.568617,-0.743106,0,4
8.77147E+11,8.77147E+11,8.77147E+11,0.7559,-0.110981,0.2174,33.125,69.875,9.3125,1.41422,-1.04967,2.58438,0.532366,0.173985,0.828442,-0.883911,0.439242,-0.160521,4,3
8.77148E+11,8.77148E+11,8.77148E+11,0.72852,-1.81688,0.17161,-70,48.25,17.3125,0.051428,-1.15059,-2.32694,0.0253475,-0.998111,-0.0559684,0.276408,0.309612,0.909802,3,2
8.77149E+11,8.77149E+11,8.77149E+11,0.707487,-0.193541,0.128273,-166.812,64.75,178.438,0.7773,-0.671943,2.99004,-0.365475,0.0999453,-0.92544,-0.10026,-0.992558,-0.0691133,2,1
8.7715E+11,8.7715E+11,8.7715E+11,0.983693,0.000789218,0.772023,-31.5,-52.9375,23.25,-2.61022,-1.38822,0.379941,0.401706,0.416868,0.815385,0.164559,0.98636,0.00383025,1,0
8.77151E+11,8.77151E+11,8.77151E+11,0.896788,-0.174725,0.403373,-31,53.8125,24.6875,0.887034,-1.16846,3.03338,0.0266128,0.171519,-0.984821,-0.172,-0.982448,0.0721941,0,1
8.77153E+11,8.77153E+11,8.77153E+11,0.606527,0.162322,0.358067,-18,-109,14.625,-2.88477,-1.33169,0.67348,-0.238844,-0.211562,0.947731,0.17176,0.969913,-0.17253,1,2
8.77153E+11,8.77153E+11,8.77153E+11,1.16424,0.340841,0.199672,81.6875,176.125,8.6875,0.685642,-0.83793,3.12642,0.131065,0.212558,-0.968319,-0.206585,-0.972655,0.106134,2,3
8.77154E+11,8.77154E+11,8.77154E+11,0.687259,-0.360897,0.471572,-97.5,-30.25,57.3125,0.00567579,-1.15422,-2.36398,-0.366003,-0.811113,0.456222,0.0871009,0.992266,0.0884377,3,4
8.77155E+11,8.77155E+11,8.77155E+11,0.905117,0.132015,0.349272,108.062,95.25,-57.4375,1.24309,-1.02277,2.49227,-0.316547,0.500272,-0.805932,-0.641561,0.00592614,-0.767049,4,0
8.77156E+11,8.77156E+11,8.77156E+11,0.60982,-0.137421,0.430624,-2.125,35.0625,61.3125,0.820527,-1.1372,3.04955,0.204628,0.32027,0.924962,0.797691,0.118347,0.59134,0,3
8.77157E+11,8.77157E+11,8.77157E+11,0.543078,-0.368886,0.32791,-60.8125,10.5,98.25,0.17022,-1.10112,-2.49495,-0.415742,-0.887973,-0.196627,0.590396,0.433453,0.680846,3,1
8.77158E+11,8.77158E+11,8.77158E+11,0.792836,-0.537295,0.909226,76.9375,-6.3125,-38.5625,2.69672,-1.33431,1.45417,0.623987,-0.109651,0.773703,0.0645213,0.6822,-0.728313,1,4
8.77159E+11,8.77159E+11,8.77159E+11,1.49537,-0.378911,0.827335,-14.1875,62.0625,-25.875,1.23155,-0.882864,2.57924,-0.377272,0.579609,-0.722301,-0.410681,-0.905927,-0.103142,4,2
8.77159E+11,8.77159E+11,8.77159E+11,1.03041,0.483493,0.194206,57.5625,141,36,0.590622,-0.91362,3.11678,-0.291812,0.463788,-0.836508,0.0196132,-0.412072,0.91094,2,0
8.7716E+11,8.7716E+11,8.7716E+11,0.622039,0.0519418,0.353345,38.6875,124,-15.5,0.998064,-1.24324,2.98792,-0.582423,-0.811876,-0.0405154,0.441577,0.736332,-0.512666,0,2
8.77161E+11,8.77161E+11,8.77161E+11,1.04405,-0.630789,0.665061,-38.5625,153.812,6.4375,0.572008,-0.860921,2.99332,0.619465,-0.749992,0.231894,-0.598982,-0.685722,0.413528,2,4
8.77162E+11,8.77162E+11,8.77162E+11,0.808338,0.130991,0.213391,173.625,149.125,-81.3125,1.15815,-1.0367,2.49436,-0.795967,0.512514,-0.322128,-0.252547,0.941017,-0.225181,4,1
8.77162E+11,8.77162E+11,8.77162E+11,0.819492,0.617372,-0.0151349,-7,92.4375,41.9375,1.18199,-1.51351,2.74803,0.532266,0.688003,0.4933,0.685247,0.718932,0.116499,1,3
8.77163E+11,8.77163E+11,8.77163E+11,1.14836,-0.968079,0.581734,7.625,19.25,5.0625,0.0400496,-0.99845,-2.64595,0.384547,-0.892474,0.235827,-0.348519,-0.647138,0.678046,3,0
8.77163E+11,8.77163E+11,8.77163E+11,1.38056,0.145116,-0.0497339,12.5625,77.5,38.0625,0.962126,-0.901572,3.10421,-0.629078,0.263907,-0.731173,0.445726,-0.39918,-0.801239,0,4
8.77164E+11,8.77164E+11,8.77164E+11,0.736594,0.185145,1.17363,114.562,23.9375,-22.5,1.18347,-0.983553,2.50309,0.381411,0.123418,0.91613,-0.920986,0.38735,0.0417733,4,3
8.77164E+11,8.77164E+11,8.77164E+11,1.47034,-0.501395,0.091395,-24,-3.375,93.125,-0.0275493,-0.95565,-2.50401,-0.205529,0.189939,-0.960042,0.449687,0.138186,0.882432,3,2
8.77165E+11,8.77165E+11,8.77165E+11,0.955995,0.0914912,-0.259333,-39.5,85.875,101.812,0.612481,-0.457848,-3.08484,-0.373533,-0.789541,-0.486927,-0.00543171,-0.956264,-0.292455,2,1
8.77166E+11,8.77166E+11,8.77166E+11,0.718905,-0.238566,0.350943,-14.5,153.25,-7.5625,0.513576,-1.3662,-2.96632,0.471008,0.376551,0.797722,0.0181422,0.999535,-0.024526,1,0
8.77166E+11,8.77166E+11,8.77166E+11,1.10532,-0.207526,0.320214,-11.5,101.438,35.625,0.781419,-0.893224,3.0671,0.688546,0.620706,0.375005,0.176055,-0.984377,0.0025868,0,1
8.77168E+11,8.77168E+11,8.77168E+11,1.17609,-0.166348,0.713478,159.062,6.5625,-14.0625,2.97237,-1.37703,1.079,0.315719,-0.309241,0.897046,0.239944,0.969971,-0.0397994,1,2
8.77169E+11,8.77169E+11,8.77169E+11,0.604537,-0.327751,-0.293966,-35.125,125.625,62.125,0.480064,-0.76866,3.0635,-0.183231,-0.350956,-0.91829,-0.300681,-0.910597,0.283556,2,3
8.7717E+11,8.77169E+11,8.7717E+11,0.768749,0.161319,-0.128164,73.875,152.375,119.625,0.794242,-1.30947,-2.28575,-0.936931,-0.275456,-0.215138,0.663888,0.530433,-0.527157,3,4
8.7717E+11,8.7717E+11,8.7717E+11,0.757621,-0.25872,0.324238,-190.938,106.812,54.125,1.16887,-0.882732,2.59709,0.990443,0.0521802,0.127671,-0.899961,-0.433045,0.0504252,4,0
8.77171E+11,8.77171E+11,8.77171E+11,0.983887,0.383179,-0.01537,93.8125,100.5,15.25,0.818915,-0.920615,3.14139,-0.494363,0.867365,0.0573016,0.728285,0.0640451,0.682275,0,3
8.77172E+11,8.77172E+11,8.77172E+11,1.08889,0.0136513,0.0913283,-111.812,23.1875,155.625,0.167144,-1.13513,-2.38511,-0.477985,-0.833288,-0.277781,0.554006,0.753422,0.354164,3,1
8.77172E+11,8.77172E+11,8.77172E+11,1.0068,-0.0468151,0.34367,256.5,105,-113.5,2.54895,-1.40675,1.6867,0.692109,-0.326254,0.64385,-0.0483911,0.82073,-0.569263,1,4
8.77173E+11,8.77173E+11,8.77173E+11,1.9373,-0.105256,0.496932,-17.9375,107.125,-14.0625,1.27751,-0.916215,2.61385,0.0807371,0.708355,-0.701224,-0.318311,-0.933389,-0.16572,4,2
8.77173E+11,8.77173E+11,8.77173E+11,1.96676,0.900115,0.414731,38.0625,153.688,78.75,0.484439,-0.79342,3.08116,-0.702068,0.262347,-0.662023,-0.227545,-0.577546,0.784005,2,0
8.77174E+11,8.77174E+11,8.77174E+11,1.21439,0.0444528,0.281744,50.625,187.875,-34.0625,0.807865,-1.19523,3.09588,-0.462502,-0.873662,0.15102,0.331783,0.841629,-0.426123,0,2
8.77174E+11,8.77174E+11,8.77174E+11,0.859765,-0.442205,0.363305,-13.4375,129.438,30.375,0.526289,-0.702743,3.04478,-0.531761,-0.671547,0.515998,-0.390649,-0.850853,0.351344,2,4
8.77175E+11,8.77175E+11,8.77175E+11,0.618059,-0.280207,0.392658,38,20.9375,-4.3125,0.934139,-0.99619,2.60314,0.777297,0.514724,0.361758,-0.358324,0.913324,-0.193503,4,1
8.77175E+11,8.77175E+11,8.77175E+11,0.977039,0.184504,0.81322,37.625,43.375,23.625,1.46119,-1.50812,2.37362,0.554879,0.165583,0.815286,0.581881,0.802216,0.13366,1,3
8.77176E+11,8.77176E+11,8.77176E+11,1.95192,-1.47896,0.917199,68.25,11.8125,0.125,-0.0452555,-0.836755,-2.66399,0.0835192,-0.835089,-0.543738,-0.277775,-0.740289,0.612221,3,0
8.77176E+11,8.77176E+11,8.77176E+11,0.785667,-0.0328476,-0.170851,-109.812,27.125,200.375,0.722319,-0.863151,-2.98222,-0.888653,-0.0212263,-0.458088,0.651721,-0.312497,-0.69109,0,4
8.77177E+11,8.77177E+11,8.77177E+11,1.18092,-0.238252,0.588539,131.75,100.188,-56.875,1.05995,-0.860382,2.50956,0.835518,0.344392,0.428139,-0.934693,0.352276,-0.0474307,4,3
8.77177E+11,8.77177E+11,8.77177E+11,3.37616,-0.194401,0.520906,28.1875,1.5625,96,0.253141,-0.792893,-2.62485,0.51514,0.792729,-0.325902,0.826112,0.171828,0.536669,3,2
8.77178E+11,8.77178E+11,8.77178E+11,0.914139,-0.313152,0.0939612,-155.125,-38.5,178.312,0.597756,-0.281344,3.10468,-0.827239,-0.474758,-0.300467,-0.0841443,-0.993242,-0.0799394,2,1
8.77179E+11,8.77179E+11,8.77179E+11,0.450149,-0.554038,0.134481,-21.25,191.25,12.5,0.506893,-1.30625,-3.05448,0.390677,0.87573,0.283668,0.0176588,0.999817,0.00741152,1,0
8.77179E+11,8.77179E+11,8.77179E+11,0.180254,0.182189,-0.660853,36.1875,142,46.5,0.719113,-0.731217,-3.08065,-0.190085,0.84624,0.497741,0.292956,-0.953987,-0.0639182,0,1
8.7718E+11,8.7718E+11,8.7718E+11,1.21978,0.041642,-0.14995,70.875,71,-9.8125,1.46974,-1.4875,2.47717,0.351556,-0.927589,0.126443,-0.00901311,0.999917,-0.00923342,1,2
8.7718E+11,8.7718E+11,8.7718E+11,1.64619,-0.146798,-0.0184138,-57,97.5625,65.4375,0.510064,-0.590353,3.05165,0.202534,0.436738,-0.876493,-0.160631,-0.9613,0.223828,2,3
8.77181E+11,8.77181E+11,8.77181E+11,0.815487,-0.301751,0.155071,-184.75,4.25,193.438,0.142415,-0.967708,-2.52041,-0.979488,-0.138734,-0.146138,0.304749,0.940768,-0.148607,3,4
8.77182E+11,8.77182E+11,8.77182E+11,0.916967,-0.0691874,-0.125023,-4.875,82.5625,-25.125,1.07523,-0.725167,2.72342,0.987158,0.104564,0.120773,-0.604392,-0.338601,-0.721151,4,0
8.77182E+11,8.77182E+11,8.77182E+11,1.19028,0.526943,-0.0928851,34.8125,49.875,44,0.840396,-0.775076,-3.11912,-0.20179,0.979268,0.0177348,0.886405,0.257944,0.384385,0,3
8.77185E+11,8.77185E+11,8.77185E+11,0.678375,-0.72803,-0.0268154,-95.0625,-58.25,104.5,0.106172,-0.993225,-2.56035,-0.721631,-0.686124,-0.0920948,-0.227124,0.231905,0.945851,3,1
8.77185E+11,8.77185E+11,8.77185E+11,0.970288,-0.797442,0.600825,146.812,142.688,-105.875,1.57085,-1.41437,2.36354,0.765285,-0.532731,0.361298,-0.221038,0.835854,-0.502484,1,4
8.77186E+11,8.77186E+11,8.77186E+11,1.30364,-0.307852,0.511204,-30.8125,127.062,-11.6875,1.01814,-0.783689,2.66435,0.299527,0.837962,-0.456184,-0.273826,-0.941938,-0.194349,4,2
8.77186E+11,8.77186E+11,8.77186E+11,0.772501,-0.552175,-0.0339828,74.5,215.188,26.75,0.291938,-0.821251,2.988,-0.635765,0.581502,-0.5076,-0.562098,-0.425962,0.708945,2,0
8.77187E+11,8.77187E+11,8.77187E+11,1.45702,0.131761,0.0250719,92.625,183.062,-7.25,0.717794,-1.02344,3.13408,-0.579266,-0.297002,-0.759105,0.623712,0.516186,-0.586972,0,2
8.77188E+11,8.77188E+11,8.77188E+11,0.673787,0.00320496,-0.273967,-77.8125,110.25,28.375,0.42773,-0.72511,2.92964,-0.993944,-0.0249309,0.107019,-0.6281,-0.680599,0.377194,2,4
8.77188E+11,8.77188E+11,8.77188E+11,0.680665,0.610002,0.342066,216.438,61.9375,-62.125,1.04369,-1.11168,2.5892,0.722847,0.432952,0.538558,0.165685,0.97795,-0.127128,4,1
8.77189E+11,8.77189E+11,8.77189E+11,0.71305,-0.60547,0.613737,3,110.562,30.4375,-1.78614,-1.49402,-0.839756,-0.184973,-0.915619,0.356968,0.394437,0.840768,0.370849,1,3
8.77189E+11,8.77189E+11,8.77189E+11,0.729229,-0.722638,0.344355,-20.375,-15.5625,20.75,-0.216965,-0.894485,-2.62145,0.539086,-0.700656,-0.467405,-0.254637,-0.771175,0.58348,3,0
8.7719E+11,8.7719E+11,8.7719E+11,1.27318,-0.362388,0.0547369,-1.75,139.125,45,0.835005,-0.865089,3.11339,0.481364,-0.456579,-0.748214,0.341121,-0.311856,-0.886782,0,4
8.77192E+11,8.77192E+11,8.77192E+11,0.776134,-0.55679,0.325384,82.1875,99.6875,-113.125,1.42629,-0.975033,2.31422,-0.584069,0.357249,0.72886,-0.827367,0.470173,-0.307248,4,3
8.77193E+11,8.77193E+11,8.77193E+11,0.905653,-0.251105,-0.0744637,-103.438,-50.6875,147.125,-0.193005,-1.12591,-2.30796,-0.754484,-0.0624078,-0.653345,0.319346,0.399933,0.859111,3,2
8.77193E+11,8.77193E+11,8.77193E+11,0.377018,-0.0968768,-0.977289,-180.562,200.25,164.062,0.442146,-0.640184,3.11943,-0.284078,-0.85453,-0.434831,-0.0607132,-0.997239,0.0427571,2,1
8.77194E+11,8.77194E+11,8.77194E+11,0.66448,-0.715023,0.203489,6.125,183.188,-6,0.560008,-1.47004,-3.12849,0.0206464,0.488054,0.872569,0.0899848,0.995533,-0.0285691,1,0
8.77195E+11,8.77195E+11,8.77195E+11,1.67517,0.0386645,0.381236,14.75,85.6875,53.4375,0.594154,-1.12902,3.13762,0.790282,0.148116,0.594572,0.255572,-0.956178,0.142851,0,1
8.77433E+11,8.77433E+11,8.77433E+11,0.872544,-0.103561,-0.136887,19.6875,154.438,-19.1875,0.695004,-1.10977,3.03554,0.473485,0.0725436,-0.877809,0.995342,0.0136323,0.0954431,0,0
8.77434E+11,8.77434E+11,8.77434E+11,1.42406,0.311586,0.0319591,103.75,125.688,-37.6875,0.747633,-1.04183,3.05945,0.970084,0.175728,0.167499,0.744167,-0.334434,-0.578247,0,0
8.77435E+11,8.77435E+11,8.77435E+11,0.119955,0.0747385,-0.865647,-2.0625,124.812,-11.25,0.7372,-0.95119,2.9628,-0.968593,0.239062,-0.0683912,-0.557001,-0.829485,0.0412733,0,0
8.77436E+11,8.77436E+11,8.77436E+11,1.54255,0.355591,-0.00551111,73.75,145.5,-13.5625,0.708853,-1.02798,3.00149,0.964521,0.102245,0.243402,0.21441,0.917098,0.336094,0,0
8.77437E+11,8.77437E+11,8.77437E+11,1.06851,0.119854,0.176287,74.6875,76.4375,6.625,0.700168,-0.998603,3.05727,-0.304785,-0.725837,0.616657,0.92236,-0.291164,-0.253921,0,0
8.77437E+11,8.77437E+11,8.77437E+11,1.38482,0.0386679,0.248721,51.0625,72.3125,17.4375,0.697462,-1.00357,3.00522,-0.507157,0.440144,0.740989,-0.984339,0.174865,-0.0223566,0,0
8.77438E+11,8.77438E+11,8.77438E+11,1.91931,0.0697894,0.303298,51.875,108.812,17.9375,0.622002,-0.964448,2.99343,0.100874,0.731566,-0.674267,-0.876652,-0.214298,0.430765,0,0
8.77439E+11,8.77439E+11,8.77439E+11,1.53061,-0.0118295,0.274246,69.5625,89.9375,16.1875,0.59486,-1.07964,3.04958,0.580741,-0.0599231,0.81188,0.189505,0.939212,0.286303,0,0
8.7744E+11,8.7744E+11,8.7744E+11,1.96985,0.0527339,0.284896,71.1875,115.062,11.5625,0.668436,-0.996219,2.99453,-0.167411,0.76161,-0.626038,0.52936,-0.572855,-0.625792,0,0
8.77441E+11,8.77441E+11,8.77441E+11,0.243278,-0.152837,-0.721193,10.4375,131.75,6.75,0.688977,-1.08008,2.96026,-0.908984,0.00977868,-0.416716,-0.898184,0.0893997,0.430434,0,0
8.77441E+11,8.77441E+11,8.77441E+11,2.2298,0.151189,0.279074,74.125,127.562,18.6875,0.722087,-0.975452,3.00092,0.991995,-0.0837723,0.0944934,0.918863,-0.0804929,-0.386281,0,0
8.77442E+11,8.77442E+11,8.77442E+11,0.70761,-0.319443,-0.10544,30.9375,141.438,7,0.686683,-1.00919,2.99436,-0.984691,-0.157974,-0.0736686,-0.829638,0.456804,0.320983,0,0
8.77516E+11,8.77516E+11,8.77516E+11,0.327322,-0.690792,0.23442,-10.75,21.5625,-0.6875,2.43143,-1.50064,1.40145,0.830797,-0.258707,-0.492795,0.946887,-0.253235,-0.198187,1,1
8.77517E+11,8.77517E+11,8.77517E+11,1.45407,-0.379559,0.709578,7.875,-14.8125,2.1875,1.64967,-1.4487,2.18759,-0.0217705,0.647033,0.762151,0.860289,-0.396566,-0.320371,1,1
8.77518E+11,8.77518E+11,8.77518E+11,0.971086,-0.0310341,0.595268,-24.25,-21.3125,24.9375,2.21986,-1.47759,1.63002,-0.878894,0.460267,-0.125299,-0.393363,0.914286,-0.0966746,1,1
8.77519E+11,8.77519E+11,8.77519E+11,0.665567,-0.012561,0.270961,0.125,-18.5,10.5625,1.95975,-1.43712,1.90573,-0.431916,0.0962326,-0.896765,-0.0325638,-0.79358,-0.607594,1,1
8.7752E+11,8.7752E+11,8.7752E+11,0.971673,-0.15355,0.546908,-24.125,-16.0625,22.75,1.6465,-1.46141,2.13912,-0.0751851,-0.997058,-0.0149306,-0.888043,-0.181774,0.422301,1,1
8.7752E+11,8.7752E+11,8.7752E+11,1.00381,-0.0975055,0.56159,2.0625,-27.125,15.875,1.88814,-1.45224,1.94041,0.883981,0.236817,0.403108,0.686474,0.415045,-0.597068,1,1
8.77521E+11,8.77521E+11,8.77521E+11,1.08978,-0.0972081,0.640478,-7.5,-21.875,20.875,1.89867,-1.45707,1.93474,0.542676,0.597502,0.590334,0.893752,-0.412666,0.175822,1,1
8.77522E+11,8.77522E+11,8.77522E+11,1.05437,-0.137105,0.55654,22.25,-22.3125,13.125,1.90396,-1.45469,1.92173,-0.628094,0.465458,-0.623576,-0.514017,-0.857344,-0.0273361,1,1
8.77523E+11,8.77523E+11,8.77523E+11,1.25422,-0.660628,0.984196,-46.5625,-55.625,32.9375,2.07598,-1.4765,1.6991,0.68479,-0.177517,0.706789,-0.831014,0.186157,0.524178,1,1
8.77524E+11,8.77524E+11,8.77524E+11,1.16545,-0.432127,0.785136,-36.875,-46.8125,31,1.90724,-1.47367,1.85078,-0.685765,-0.287074,-0.668816,-0.999669,-0.00603291,-0.024993,1,1
8.77525E+11,8.77525E+11,8.77525E+11,1.47345,-0.573412,1.12369,-27.625,-66.9375,20,2.06657,-1.47916,1.7048,-0.963763,-0.254518,0.0798781,-0.784159,0.617255,0.0639666,1,1
8.77525E+11,8.77525E+11,8.77525E+11,2.00362,-0.438768,1.20997,-18.9375,-84.125,25.4375,2.11805,-1.4625,1.68295,0.871999,0.145505,0.467383,0.976575,0.0231579,-0.213926,1,1
8.77598E+11,8.77598E+11,8.77598E+11,0.035539,-0.987093,-0.535089,-55.5625,127.562,-39.625,0.00985772,-1.08581,-2.58477,0.406027,-0.218294,-0.887406,-0.908624,0.295299,-0.295299,3,3
8.77599E+11,8.77599E+11,8.77599E+11,1.59805,-1.18853,0.322632,-67.0625,128.375,-4.125,-0.109531,-1.09446,-2.4908,0.707817,-0.638336,0.302525,-0.440487,0.889046,0.124776,3,3
8.776E+11,8.776E+11,8.776E+11,0.0755696,-1.16598,-0.196739,-66.0625,126.062,-2,-0.130136,-1.06,-2.49267,-0.711634,0.665374,-0.225508,0.523656,-0.416631,0.743104,3,3
8.776E+11,8.776E+11,8.776E+11,0.286139,-0.939168,-0.163841,-66,116.438,7.0625,-0.0376627,-1.03725,-2.52621,0.922431,0.378054,-0.0787116,0.882102,-0.224394,-0.414179,3,3
8.77601E+11,8.77601E+11,8.77601E+11,0.214548,-0.965196,-0.354854,-95,129.625,16.4375,-0.0298358,-1.01508,-2.55855,-0.999239,0.0290538,-0.0260268,-0.374159,-0.788051,0.488856,3,3
8.77602E+11,8.77602E+11,8.77602E+11,0.295644,-0.914895,-0.378071,-78.5,132.188,16.25,-0.0744263,-0.990559,-2.61045,0.226787,-0.973158,0.0391377,-0.910729,0.00661049,0.412953,3,3
8.77603E+11,8.77603E+11,8.77603E+11,2.18001,-1.48008,0.481707,-84.1875,157.562,1.25,0.00169648,-1.00723,-2.60814,0.645205,-0.636092,0.423199,0.662256,0.272691,-0.697895,3,3
8.77604E+11,8.77604E+11,8.77604E+11,0.697224,-1.07397,-0.0106933,-132.062,156.625,12.5625,-0.0104865,-1.01688,-2.60841,-0.609237,0.728786,-0.312573,0.778695,-0.532709,0.331445,3,3
8.77605E+11,8.77605E+11,8.77605E+11,0.645489,-1.77683,0.123206,-93.625,147.5,-5.5,-0.0513002,-1.02352,-2.64988,0.758121,-0.612065,0.225009,-0.586983,0.226068,0.777396,3,3
8.77606E+11,8.77606E+11,8.77606E+11,0.0297612,-1.26781,-0.369897,-90.625,146.75,6.9375,0.0217226,-0.988887,-2.66699,-0.961083,-0.275932,0.0134227,0.617196,-0.772215,-0.15084,3,3
